text,label,source,domain,split
"thầy dạy khó hiểu quá , tụi em tiếp thu vô được rất ít .",negative,UIT-VSFC,education,train
"nên cập nhật đề cương giảng dạy môn học thường xuyên , kiến thức phù hợp với thực tiễn .",negative,UIT-VSFC,education,train
"thầy dạy nhiệt tình , dễ hiểu , dễ áp dụng làm bài thi .",positive,UIT-VSFC,education,train
"hơn nữa cô báo nghỉ rất trễ , cách rất sát giờ học .",negative,UIT-VSFC,education,train
"nhiệt tình trong giảng dạy , vui vẻ .",positive,UIT-VSFC,education,train
thời gian học trên lớp khá thoải mái .,positive,UIT-VSFC,education,train
giáo trình khó hiểu .,negative,UIT-VSFC,education,train
giọng thầy giảng bài nghe rất là buốn ngủ .,negative,UIT-VSFC,education,train
"các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú .",negative,UIT-VSFC,education,train
"cách truyền đạt , sự tận tâm của giảng viên .",positive,UIT-VSFC,education,train
"giảng viên giảng dạy tận tình , dễ hiểu .",positive,UIT-VSFC,education,train
được .,positive,UIT-VSFC,education,train
giảng viên không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng ( không có thông báo nghỉ trên daadotuitdotedudotvn ) .,negative,UIT-VSFC,education,train
thầy dạy kỹ nhiệt tình .,positive,UIT-VSFC,education,train
"thầy vui tính , nhiệt tình , dạy dễ hiểu .",positive,UIT-VSFC,education,train
nên đổi sang ht1 .,negative,UIT-VSFC,education,train
"thầy rất nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ .",positive,UIT-VSFC,education,train
"dạy hay dễ hiểu , lên lớp đầy đủ .",positive,UIT-VSFC,education,train
đúng thời gian lên lớp và tận tình giảng dạy .,positive,UIT-VSFC,education,train
cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .,negative,UIT-VSFC,education,train
ở mỗi bài cô có thể nhận xét cái đúng và cái sai để nhóm có thể biết được nhóm đã sai những gì để có thể tránh trong các thiết kế sau này .,negative,UIT-VSFC,education,train
phương thức giảng dạy .,neutral,UIT-VSFC,education,train
"thầy rất thoải mải trò chuyện để giải quyết thắc mắc cho sinh viên , chỉ dẫn những cách làm bài dễ hiểu để cho sinh viên không bị vướng mắc .",positive,UIT-VSFC,education,train
"thầy dạy nói rất nhanh , khó hiểu .",negative,UIT-VSFC,education,train
"cung cấp nhiều kiến thức mới , hay .",positive,UIT-VSFC,education,train
nên nói sâu về những vấn đề khó .,negative,UIT-VSFC,education,train
cô rất nhiệt tình và gửi nhiều tâm huyết trong bài giảng .,positive,UIT-VSFC,education,train
môn học này quá tải .,negative,UIT-VSFC,education,train
cô nhiệt tình và tận tâm với lớp .,positive,UIT-VSFC,education,train
kiến thức rộng .,positive,UIT-VSFC,education,train
các thầy nên cho đề cương ôn sát với phần thi .,negative,UIT-VSFC,education,train
"dạy không có chuẩn bị trước , chỉ đọc slide .",negative,UIT-VSFC,education,train
đặc biệt với sự hướng dẫn của thầy wzjwz162 .,negative,UIT-VSFC,education,train
"cô wzjwz131 dạy hầu hết kiến thức cho sinh viên dù là chỉ là lớp thực hành , nên để cô tiếp tục giảng dạy trong các học kỳ tới .",positive,UIT-VSFC,education,train
"hay nói dông dài trong giờ học , giảng dạy chưa nhiệt tình , buồn ngủ .",negative,UIT-VSFC,education,train
"giáo viên nhiệt tình , tâm huyết , vui tính .",positive,UIT-VSFC,education,train
chỉ bảo tự tìm hiểu .,negative,UIT-VSFC,education,train
các trang bị để nghe không rõ .,negative,UIT-VSFC,education,train
có thể mời thêm các anh chị khóa trên tham gia chia sẻ kinh nghiệm học tập cũng như làm việc .,positive,UIT-VSFC,education,train
chắc gì những gì sinh viên nói đã đúng .,negative,UIT-VSFC,education,train
cung cấp nhiều kiến thức hay cho sinh viên .,positive,UIT-VSFC,education,train
góp phần truyền cảm hứng cho học viên .,positive,UIT-VSFC,education,train
"dạy hay , dễ hiểu , nhiệt tình .",positive,UIT-VSFC,education,train
"cô tạo được một không khí gần gũi , không áp lực , học rất thoải mái .",positive,UIT-VSFC,education,train
thầy dạy vui vẻ nhiệt tình .,positive,UIT-VSFC,education,train
"cô dạy rất nhiệt tình , các tài liệu đầy đủ .",positive,UIT-VSFC,education,train
giáo viên dạy dễ hiểu .,positive,UIT-VSFC,education,train
cần xây dựng cơ sở dữ liệu lớn phục vụ việc thực hành của sinh viên .,negative,UIT-VSFC,education,train
"thời gian xếp lịch thực hành không hợp lý , lý thuyết học tiết 45 , thực hành học tiết 67 8 .",negative,UIT-VSFC,education,train
cô còn vui vẻ tận tâm nữa nên em rất quý cô .,positive,UIT-VSFC,education,train
em mong thầy giảm thời lượng seminar và tăng thêm các buổi thầy dạy kiến thức .,negative,UIT-VSFC,education,train
"bài tập mang tính vận dụng cao , giúp sinh viên hiểu và nhớ kiến thức vừa học .",positive,UIT-VSFC,education,train
"không nên bắt sinh viên phải lên ngồi đủ 80% giờ học trở lên vì có những đề tài sinh viên đã nắm được cách làm , lên ngồi điểm danh mất thời gian vô ích .",negative,UIT-VSFC,education,train
ở giảng đường lâu lâu cúp điện rất nóng .,negative,UIT-VSFC,education,train
"cô dạy dễ hiểu , vui vẻ .",positive,UIT-VSFC,education,train
"cơ sở vật chất cần được cải thiện , tránh việc học ở các giảng đường .",negative,UIT-VSFC,education,train
cần có tiết học với giảng viên nước ngoài .,negative,UIT-VSFC,education,train
"giáo viên dạy tận tình , dễ hiểu .",positive,UIT-VSFC,education,train
không có bài ví dụ mẫu trong slide cũ ở nhiều chương khó cho việc ôn tập !,negative,UIT-VSFC,education,train
"thầy nhiệt tình trong giảng dạy , luôn quan tâm chú ý đến sinh viên giải đáp mọi thắc mắc trong quá trình giải bài tập .",positive,UIT-VSFC,education,train
đề thực hành hơi dài .,negative,UIT-VSFC,education,train
cô lo cho các sinh viên .,positive,UIT-VSFC,education,train
không có điều gì không hài lòng về thầy .,neutral,UIT-VSFC,education,train
"giảng dạy hướng dẫn dễ hiểu , dễ tiếp thu .",positive,UIT-VSFC,education,train
thầy wzjwz60 là một giảng viên rất tận tâm và yêu nghề !,positive,UIT-VSFC,education,train
nên giảng dạy kèm áp dụng thực tế nhiều hơn .,negative,UIT-VSFC,education,train
em chỉ có góp ý nho nhỏ đó thôi ạ .,neutral,UIT-VSFC,education,train
"thầy giảng dạy tôt , dễ hiểu .",positive,UIT-VSFC,education,train
"giờ học luôn sinh động , hiệu quả , giúp học sinh nắm vững kiến thức .",positive,UIT-VSFC,education,train
"thầy giảng viên truyền đạt kiến thức rất tốt , sinh viên dễ tiếp thu .",positive,UIT-VSFC,education,train
giảng viên để nhóm của bạn wzjwz224 seminar nhiều lần và lớp không thể tiếp thu từ buổi seminar hiệu quả như là giảng viên dạy .,negative,UIT-VSFC,education,train
"truyền đạt tốt , hay .",positive,UIT-VSFC,education,train
rất ít người học thực hành môn cấu trúc dữ liệu & giải thuật .,negative,UIT-VSFC,education,train
chưa thúc đẩy học sinh học tập .,negative,UIT-VSFC,education,train
cô tận tâm nhiệt tình vui vẻ hiểu tâm lý học sinh .,positive,UIT-VSFC,education,train
"thầy dạy vui tính , hiểu tâm lý học sinh , cách dạy cuốn hút , dễ hiểu .",positive,UIT-VSFC,education,train
"dạy kiến thức sâu , rộng .",positive,UIT-VSFC,education,train
thầy cần cho nhiều bài tập hơn .,negative,UIT-VSFC,education,train
"cho ít bài tập , không nâng cao được kiến thức .",negative,UIT-VSFC,education,train
thầy hay cúp tiết .,negative,UIT-VSFC,education,train
"thầy giảng cũng khá chi tiết , hay .",positive,UIT-VSFC,education,train
môn học không giúp ích được cho cuộc song sau này ( môn võ ) fraction chỉ đánh bài quyền cơ bản thì không thể tự vệ bản thân được .,negative,UIT-VSFC,education,train
"khá nhiều bài tập trên wecode quá khó và không thực tế , hy vọng kỳ thi sắp tới thầy cho đề dễ thở hơn và không đánh đố quá nhiều , em sắp rớt môn đến nơi rồi ạ hu hu .",negative,UIT-VSFC,education,train
"giảng viên hòa đồng vui tính , phong cách giảng dạy đĩnh đạc , chia nhóm làm việc hiệu quả .",positive,UIT-VSFC,education,train
"thầy dạy rất dễ hiểu , nhiệt tình .",positive,UIT-VSFC,education,train
"nhiệt tình , tận tâm , luôn tận dụng tối đa giờ học trên lớp , kiến thức truyền đạt tốt , vui vẻ , hoà đồng với sinh viên .",positive,UIT-VSFC,education,train
thầy nên xem xét bài mà sinh viên giải .,negative,UIT-VSFC,education,train
"quản lý như vậy dẫn đến tình trạng "" cha chung không ai khóc "" .",negative,UIT-VSFC,education,train
"thầy giảng bài tận tâm , cách truyền đạt dễ hiểu , gần gũi với sinh viên và thường hay có lời khuyên có ích .",positive,UIT-VSFC,education,train
"cô giảng dạy nhiệt tình , dễ hiểu , bài tập bám sát lý thuyết .",positive,UIT-VSFC,education,train
"thầy dạy hay , dễ tiếp thu bài .",positive,UIT-VSFC,education,train
cô wzjwz231 thường xuyên chữa bài tập và đi sát vào nội dung học tập .,positive,UIT-VSFC,education,train
nên cung cố thêm phần ngữ pháp và từ vựng .,negative,UIT-VSFC,education,train
thầy cung cấp nhiều bài tập và hướng giải hay .,positive,UIT-VSFC,education,train
"tận tâm , nhiệt huyết .",positive,UIT-VSFC,education,train
"giảng viên dạy dễ hiểu , rõ ràng liên hệ thực tiễn cuộc sống .",positive,UIT-VSFC,education,train
giảng viên đảm bảo giờ lên lớp .,positive,UIT-VSFC,education,train
"cần các công cụ , kiến thức sát với công nghệ mà các doanh nghiệp thực tế bên ngoài sử dụng .",negative,UIT-VSFC,education,train
cho bài tập thực hành với nhiều trang web thực hành hay .,positive,UIT-VSFC,education,train
"em thấy nó thật sự rất tốt , giải quyết sinh viên với những vấn đề trên .",positive,UIT-VSFC,education,train
hơi khó hiểu .,negative,UIT-VSFC,education,train
"không khí vui vẻ , thoải mái .",positive,UIT-VSFC,education,train
nó áp dụng như thế nào ?,negative,UIT-VSFC,education,train
dễ .,neutral,UIT-VSFC,education,train
thực hành nhiều tiết hơn .,negative,UIT-VSFC,education,train
thầy có một sự hiểu biết rộng ở nhiều lĩnh vực kể cả trong giảng dạy và ngoài đời sống .,positive,UIT-VSFC,education,train
chưa để ý đến sinh viên .,negative,UIT-VSFC,education,train
em thấy ổn ạ .,neutral,UIT-VSFC,education,train
thầy hiền dễ thương vui tính giảng rất dễ hiểu và tận tình .,positive,UIT-VSFC,education,train
"có sách , giáo trình cụ thể để xác định đươc rõ mục đích của môn học .",negative,UIT-VSFC,education,train
cô dạy vui kỹ năng nhiệt tình .,positive,UIT-VSFC,education,train
"chưa có trình độ sư phạm cao , nên việc giảng giải vấn đề có nhiều lúc chưa rõ .",negative,UIT-VSFC,education,train
"giảng viên tận tâm , tận tình .",positive,UIT-VSFC,education,train
cần có nhiều trò chơi nhằm kích thích tính hiếu thắng của sinh viên chất lượng học tốt hơn .,negative,UIT-VSFC,education,train
"giảng viên nhiệt tình , bài học gắn với thực tế , thường xuyên cho bài tập để củng cố kiến thức .",positive,UIT-VSFC,education,train
tóm lại thầy nên học một khóa về kỹ năng giao tiếp .,negative,UIT-VSFC,education,train
"nhiệt tình , thực tế .",positive,UIT-VSFC,education,train
nên tập trung vào nghe và nói tiếng anh nhiều hơn .,negative,UIT-VSFC,education,train
cách giảng dạy chưa đạt hiệu quả cao .,negative,UIT-VSFC,education,train
thầy chưa bao giờ đến lớp .,negative,UIT-VSFC,education,train
cần cho nhiều ví dụ trên lớp hơn .,negative,UIT-VSFC,education,train
em có ý kiến là trường nên giảm số lượng sinh viên trong một lớp lại và mở thêm nhiều lớp hơn .,negative,UIT-VSFC,education,train
chúc thầy sức khỏe và thành công .,positive,UIT-VSFC,education,train
"giảng viên giảng dạy nhiệt tình , bám sát nội dung môn học .",positive,UIT-VSFC,education,train
dễ nắm bắt kiến thức để đi thi .,positive,UIT-VSFC,education,train
chưa chuẩn bị kỹ nội dung giảng dạy .,negative,UIT-VSFC,education,train
"thiếu lôi cuốn , còn nói dựa vào slide nhiều .",negative,UIT-VSFC,education,train
bài tập giảng dạy chưa kỹ .,negative,UIT-VSFC,education,train
ít cập nhật thông tin trên moodle hoặc mail cho sinh viên .,negative,UIT-VSFC,education,train
nội dung thực hành khó .,negative,UIT-VSFC,education,train
"vô cùng tận tình , sẵn sàng truyền đầy đủ kiến thức cho sinh viên và hết lòng chỉ bảo .",positive,UIT-VSFC,education,train
"thầy rất tận tình , có tâm , quan tâm đến việc học của sinh viên .",positive,UIT-VSFC,education,train
cần nâng cao công tác giảng dạy hơn nữa .,negative,UIT-VSFC,education,train
cho bài tập cũng là những bài tập hay .,positive,UIT-VSFC,education,train
dạy sát kiến thức trong giáo trình .,positive,UIT-VSFC,education,train
"thầy rất vui tính và thú vị , lớp học luôn sôi động .",positive,UIT-VSFC,education,train
"hướng dẫn dễ hiểu , hết mình .",positive,UIT-VSFC,education,train
"giáo viên không dạy từ cơ bản đến nâng cao , truyền đạt không rõ cho sinh viên , cần chỉ cho sinh viên những kiến thức cơ sở là cái nào và phải có phương pháp học ra sao , giáo viên còn khắc khe với học sinh .",negative,UIT-VSFC,education,train
"nên cho sinh viên đi tham quan thực tế môi trường doanh nghiệp , hạn chê lý thuyết suông .",negative,UIT-VSFC,education,train
"thầy dạy nhiệt tình , có trình độ môn học yêu cầu sử dụng tư duy rất lớn .",positive,UIT-VSFC,education,train
"giảng viên truyền đạt tốt , nhiệt tình , tuân thủ giờ ra vào lớp .",positive,UIT-VSFC,education,train
có hứng thú khi lên lớp .,positive,UIT-VSFC,education,train
thầy vẫn tuyệt vời như ngày nào .,positive,UIT-VSFC,education,train
cô chấm điểm thiếu sự minh bạch trong bài thi .,negative,UIT-VSFC,education,train
nếu học theo lý thuyết trên lớp thì còn lâu mới làm được đồ án mang tầm cỡ lớn .,negative,UIT-VSFC,education,train
"thầy dạy hay , dễ hiểu , nhiệt tình .",positive,UIT-VSFC,education,train
"giáo viên giỏi , nhiệt tình .",positive,UIT-VSFC,education,train
lên lớp chưa đầy đủ .,negative,UIT-VSFC,education,train
"không những truyền đạt kiến thức môn học mà còn chỉ bảo những kiến thức bên ngoài , thực tế , hướng dẫn những cái hay mà thầy đã trải qua để sinh viên từ đó có thể rút ra những cái tốt hơn để phát triển sau này .",positive,UIT-VSFC,education,train
thầy dạy hay và rất nhiệt tình la em và các bạn theo xu hướng tốt .,positive,UIT-VSFC,education,train
phong cách dạy tốt .,positive,UIT-VSFC,education,train
em mong rằng bất kỳ môn nào được mở ra thì cũng phải cung cấp kiến thức xứng đáng cho sinh viên .,negative,UIT-VSFC,education,train
cô giảng dạy rất nhiệt tình .,positive,UIT-VSFC,education,train
theo em môn kiến trúc máy tính nên có thêm phần thực hành vì như vậy việc học sẽ dễ hình dung hơn rất nhiều .,negative,UIT-VSFC,education,train
buổi sửa bài tập cần làm kỹ lưỡng hơn .,negative,UIT-VSFC,education,train
giảng viên cho những ví dụ thực tế rất sống động .,positive,UIT-VSFC,education,train
cô giảng đến khi nào sinh viên chịu hiểu thì thôi .,positive,UIT-VSFC,education,train
"giảng viên dạy dễ hiểu , xúc tích .",positive,UIT-VSFC,education,train
chất lượng môn học đã phục vụ tốt sinh viên .,positive,UIT-VSFC,education,train
"giảng viên tận tụy , quan tâm đến sinh viên , giảng dạy hay , nhiều hoạt động gần gũi với sinh viên .",positive,UIT-VSFC,education,train
"phương pháp truyền đạt tốt , đảm bảo đủ lượng kiến thức cung cấp cho sinh viên .",positive,UIT-VSFC,education,train
giải nhiều bài tập .,positive,UIT-VSFC,education,train
cô vui tính dễ gần .,positive,UIT-VSFC,education,train
lâu lâu cô hay bận đột xuất .,negative,UIT-VSFC,education,train
"giảng bài kỹ , nhắc lại kiến thức quan trọng trong những buổi học mới .",positive,UIT-VSFC,education,train
giảng viên không tạo được hứng thú học tập cho sinh viên .,negative,UIT-VSFC,education,train
"cô wzjwz242 là một giảng viên rất tâm huyết và có khả năng truyền đạt cực kỳ cao , cô luôn truyền cảm hứng , kích thích khả năng học tập của sinh viên .",positive,UIT-VSFC,education,train
dạy đủ giờ !,neutral,UIT-VSFC,education,train
giúp sinh viên giải quyết những khúc mắc trong nhiều loại bài tập khác nhau .,positive,UIT-VSFC,education,train
tận tâm hướng dẫn .,positive,UIT-VSFC,education,train
"thầy giảng nhiệt tình , minh họa cụ thể .",positive,UIT-VSFC,education,train
"các slide bài giảng thường xuyên sử dụng xen kẽ tiếng anh và việt một cách không thống nhất , gây khó hiểu cho sinh viên .",negative,UIT-VSFC,education,train
"giáo viên nhiệt tình , có đầy đủ các hoạt động học tập để sinh viên ôn luyện kiến thức .",positive,UIT-VSFC,education,train
thầy hơi bận .,negative,UIT-VSFC,education,train
theo em doubledot đừng bắt buộc sinh viên phải lên lớp đầy đủ .,negative,UIT-VSFC,education,train
"có nhiều kiến thức hay , hữu ích , không khí lớp học thoải mái .",positive,UIT-VSFC,education,train
thầy truyền được lửa cho sinh viên rất nhiều .,positive,UIT-VSFC,education,train
giảng viên phương pháp dạy hay .,positive,UIT-VSFC,education,train
"giảng viên nên cho sinh viên thưc tập nói , nghe nhiều hơn .",negative,UIT-VSFC,education,train
"khả năng truyền đạt tốt , kể chuyện cho sinh viên hứng thú .",positive,UIT-VSFC,education,train
giáo trình nên thống nhất bản tiếng anh .,negative,UIT-VSFC,education,train
học với thầy em học tốt và đạt được điểm cao .,positive,UIT-VSFC,education,train
"cô chú trọng đến phát âm , bản chất .",positive,UIT-VSFC,education,train
"thầy up tài liệu , thông báo lên course , gmail của sinh viên giúp em dễ nắm bắt lịch nghỉ bù , có tài liệu tham khảo thêm .",positive,UIT-VSFC,education,train
"cô biết cách truyền cảm hứng cho sinh viên , tận tâm với môn học .",positive,UIT-VSFC,education,train
"sao thầy không cho điểm cộng khi với mấy bạn lên bảng làm bài tập , nếu nhiều bài tập quá thì một bài nửa điểm cũng được , như vậy các bạn sẽ có hứng lên bảng làm bài tập hơn , lớp học sẽ sôi động hơn .",negative,UIT-VSFC,education,train
đề nghị trang bị loa và micro mới .,negative,UIT-VSFC,education,train
"giảng viên luôn tận tâm , chu đáo .",positive,UIT-VSFC,education,train
"vui tính , dễ thương .",positive,UIT-VSFC,education,train
"thầy hiền , dễ tính .",positive,UIT-VSFC,education,train
cần ôn tập kỹ trước khi thi .,negative,UIT-VSFC,education,train
càng cung cấp nhiều tài liệu trên mạng cho sinh viên sẽ càng cải tiến chất lượng môn học .,positive,UIT-VSFC,education,train
"giảng viên nhiệt tình , bài giảng đầy đủ .",positive,UIT-VSFC,education,train
"các tiết thực hạnh hay , thực tế , không khí vui vẻ .",positive,UIT-VSFC,education,train
hoàn hảo !,positive,UIT-VSFC,education,train
"khả năng truyền đạt - thầy nói khó nghe lại không dùng microphone , hiệu quả bài giảng thấp .",negative,UIT-VSFC,education,train
"thầy dạy rất hay , thực hành dễ hiểu , đánh vào trọng tâm .",positive,UIT-VSFC,education,train
phòng học và các thiết bị giảng dạy cần được nâng cấp tốt hơn .,negative,UIT-VSFC,education,train
thầy dạy nhiệt tình và truyền cảm .,positive,UIT-VSFC,education,train
"thầy khá tận tậm , nhiệt tình .",positive,UIT-VSFC,education,train
"mong cô sẽ dạy các môn liên quan trực tiếp tới lập trình như csharp , java .",positive,UIT-VSFC,education,train
thầy hay đi trễ và nghỉ dạy nhiều .,negative,UIT-VSFC,education,train
chương trình học khá dài chưa tập trung .,negative,UIT-VSFC,education,train
"giọng thầy rất êm êm , không có cao độ điều này gây mất hứng thú với người nghe .",negative,UIT-VSFC,education,train
nhưng mà nhìn dáng thầy đi em thấy thương thương thầy .,neutral,UIT-VSFC,education,train
"tôi cảm cảm thấy không cần thiết , thay vào đó là các lớp kỹ năng hay học thuật sẽ tốt hơn !",negative,UIT-VSFC,education,train
"kỳ này dạy bằng slide tiếng anh nên đa phần sinh viên không nắm bắt kịp , gần như toàn bộ các bạn đều không hiểu bài .",negative,UIT-VSFC,education,train
"thầy dạy tốt , bám sát nội dung , truyền đạt kiến thức cho sinh viên rất nhiệt tình .",positive,UIT-VSFC,education,train
giáo viên nhiệt tình gần gũi .,positive,UIT-VSFC,education,train
chú trọng phần bài tập và thực hành về mạch .,negative,UIT-VSFC,education,train
thầy dạy tận tâm và nhiệt tình .,positive,UIT-VSFC,education,train
nhìn chung thầy dạy tốt và khá hiền .,positive,UIT-VSFC,education,train
"giảng dễ hiểu , dễ tiếp thu .",positive,UIT-VSFC,education,train
"cô rất nhiệt tình , bài giảng dễ hiểu .",positive,UIT-VSFC,education,train
giảng bài tốt .,positive,UIT-VSFC,education,train
"giảng viên nhiệt tình , giàu kinh nghiệm .",positive,UIT-VSFC,education,train
"giảng viên nhiệt tình , dạy bài kỹ , chi tiết , cập nhật bài giảng liên tục .",positive,UIT-VSFC,education,train
"vui vẻ , truyền đạt tốt .",positive,UIT-VSFC,education,train
"giảng viên không tổ chức buổi gặp sinh viên nào , và cũng không có bài tập , nội dung phần thực hành .",negative,UIT-VSFC,education,train
"cần một giảng viên có nhiệt huyết , tận tâm với lớp hơn .",negative,UIT-VSFC,education,train
"thầy tận tụy , hết mình vì sinh viên .",positive,UIT-VSFC,education,train
cần thêm vài ví dụ cụ thể hơn và có bài tập để rèn luyện .,negative,UIT-VSFC,education,train
"giảng dạy tận tình , lên lớp đầy đủ .",positive,UIT-VSFC,education,train
"không nhiệt tình , không cập nhật slide .",negative,UIT-VSFC,education,train
"cách dạy dễ hiểu , hướng dẫn tận tình .",positive,UIT-VSFC,education,train
"truyền đạt bài học tốt , dễ hiểu .",positive,UIT-VSFC,education,train
thầy khá nhiệt tình .,positive,UIT-VSFC,education,train
khả năng truyền đạt .,neutral,UIT-VSFC,education,train
giảng viên truyền đạt kiến thức chưa tốt .,negative,UIT-VSFC,education,train
"nên tăng cường luyện nói trên lớp , hướng dẫn cách nói nhanh lưu loát .",negative,UIT-VSFC,education,train
"cả 3 , 4 buổi thực hành theo hình thức 2 môn này có thầy cô này tham gia hay hướng dẫn buổi nào đâu mà đánh giá , chỉ có mỗi thầy wzjwz43 thôi .",negative,UIT-VSFC,education,train
"giảng dễ hiểu , nhiệt tình .",positive,UIT-VSFC,education,train
nhà trường nên dạy những chuẩn sql mới vì chuẩn sql 92 hiện nay không còn phù hợp với những phiên bản sql mới và nó đã quá cũ rồi .,negative,UIT-VSFC,education,train
giảng viên dạy quá nhanh .,negative,UIT-VSFC,education,train
"thầy vui tính , dạy hay , dễ hiểu .",positive,UIT-VSFC,education,train
"khi giảng thầy chưa chỉ rõ trọng tâm của bài để sinh viên nắm bắt và dễ tiếp thu hơn , giọng thầy còn nhỏ , đều đều .",negative,UIT-VSFC,education,train
"thầy giảng bài hay , hài hước .",positive,UIT-VSFC,education,train
slide cần giải chi tiết các ví dụ để các học sinh không lên lớp được thì có thể hiểu được bài giảng .,negative,UIT-VSFC,education,train
"không nắm được thực lực , bài tập quá sức với sinh viên .",negative,UIT-VSFC,education,train
"cách giảng dạy thoải mái , dễ tiếp thu .",positive,UIT-VSFC,education,train
"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",negative,UIT-VSFC,education,train
"sử dụng từ ngữ không phù hợp , có thái độ phân biệt với một vài sinh viên , thường nói chuyện với các sinh viên nữ .",negative,UIT-VSFC,education,train
cô rất nghiêm túc colonsad .,negative,UIT-VSFC,education,train
"nhiệt tình , giảng dạy có hiệu quả cao .",positive,UIT-VSFC,education,train
"em nghĩ như vậy sẽ tiếp thu bài tốt hơn vì được tiếp thu dần dần , ít rồi thành nhiều dễ tiếp thu hơn là nhiều rồi nhiều và cuối cùng không được gì vì quá nhiều .",negative,UIT-VSFC,education,train
trình bày chi tiết .,positive,UIT-VSFC,education,train
"giảng viên tận tâm , nhiệt tình , lên lớp đúng giờ .",positive,UIT-VSFC,education,train
truyền đạt bài giảng rất tốt .,positive,UIT-VSFC,education,train
"giảng viên nhiệt tình , vui vẻ .",positive,UIT-VSFC,education,train
"thầy dạy dễ hiểu , nhiệt tình , vui tính .",positive,UIT-VSFC,education,train
"hiện tại tốt , không cần điều chỉnh gì thêm .",positive,UIT-VSFC,education,train
"giảng bài tâm huyết , dễ tiếp thu .",positive,UIT-VSFC,education,train
phòng thực hành cần được nâng cấp .,negative,UIT-VSFC,education,train
em chưa gặp thầy lần nào .,neutral,UIT-VSFC,education,train
"giáo viên dạy dễ hiểu , hướng dẫn và cho kiểm tra phù hợp với chương trình .",positive,UIT-VSFC,education,train
deadline cho thời gian đủ dài để sinh viên hoàn thành bài tập .,positive,UIT-VSFC,education,train
thầy đôi lúc nói quá nhanh .,negative,UIT-VSFC,education,train
"thầy dạy nghiêm túc , theo dõi sát buổi học .",positive,UIT-VSFC,education,train
"khả năng truyền đạt nội dung học tập chưa cao , chưa nêu rõ ràng nội dung của môn .",negative,UIT-VSFC,education,train
cách truyền tải vấn đề .,neutral,UIT-VSFC,education,train
mặc dù giảng viên nói khá nhiều kiến thức trên lớp học nhưng số lượng sinh viên hiểu hết kiến thức cực kỳ ít .,negative,UIT-VSFC,education,train
cô dạy hơi nhanh .,negative,UIT-VSFC,education,train
vui nhiệt tình .,positive,UIT-VSFC,education,train
nên giao chìa khóa phòng thực hành cho trực tiếp giáo viên .,negative,UIT-VSFC,education,train
lên lớp không đầy đủ .,negative,UIT-VSFC,education,train
giảng viên cho học sinh xem thêm nhiều video tiếng anh hay .,positive,UIT-VSFC,education,train
không chỉ phần mềm .,negative,UIT-VSFC,education,train
"dạy không đủ bài giảng có thi , không giúp sinh viên mở rộng các bài tập liên quan đến bài giảng , chỉ dạy y chang theo slide mà không rõ sinh viên đã hiểu chưa .",negative,UIT-VSFC,education,train
nội dung môn học khá khó để tiếp thu .,negative,UIT-VSFC,education,train
"chương trình học khá nặng , quá nhiều kiến thức .",negative,UIT-VSFC,education,train
cần quan tâm tới học sinh của mình hơn .,negative,UIT-VSFC,education,train
nội dung môn học cần rõ ràng hơn nữa để biết môn học học cái gì và khả năng tiếp nhận kiến thức của sinh viên .,negative,UIT-VSFC,education,train
nên có thêm slide cho sinh viên .,negative,UIT-VSFC,education,train
giảng viên cần tăng cường trao đổi nội dung môn học qua website môn học .,negative,UIT-VSFC,education,train
thầy giảng bài đầy đủ .,positive,UIT-VSFC,education,train
"môn này chẳng hỗ trợ it gì cả , nên dạy qua loa thôi để sinh viên tập trung các môn khác !",negative,UIT-VSFC,education,train
phòng lab cần có thêm thiết bị thật để thực hành .,negative,UIT-VSFC,education,train
có những ví dụ thực tiễn .,positive,UIT-VSFC,education,train
sáo rỗng .,negative,UIT-VSFC,education,train
thầy chỉ dạy nhiệt tình .,positive,UIT-VSFC,education,train
có hệ thống bài tập trên moodle .,positive,UIT-VSFC,education,train
"gần gũi , tận tâm , thương sinh viên .",positive,UIT-VSFC,education,train
không thông báo những bữa dạy bù và nghỉ lên daa và moodle .,negative,UIT-VSFC,education,train
"thầy tận tâm , nhiệt tình trong giảng dạy .",positive,UIT-VSFC,education,train
thầy có vẻ quá hiền .,neutral,UIT-VSFC,education,train
còn làm ít bài tập .,negative,UIT-VSFC,education,train
cô rất nhiệt tình !,positive,UIT-VSFC,education,train
cho làm nhiều đồ án và bài tập liên quan tới môn học .,positive,UIT-VSFC,education,train
mong giáo viên có thể giảng bài kỹ hơn cho sinh viên .,negative,UIT-VSFC,education,train
"thầy dạy dễ hiểu và khá gần gũi với sinh viên , thầy vui tính và hòa đồng .",positive,UIT-VSFC,education,train
