text,label,source,domain,split
"Máy chạy rất mượt...
Camera rất tốt...
Ngoại hình máy rất đẹp...
Tóm lại sản phẩm rất tốt...
Anh chị bên TGDĐ hỗ trợ rất nhiệt tình.",neutral,polarbear-vi-SA,mixed,train
quá tệ so với giá thành chỉ lấy thương hiệu ra để nâng giá lên chứ ko có điểm gì nổi bật trong phân khúc,neutral,polarbear-vi-SA,mixed,train
Nhân viên tư vấn mặt lưng chống trầy nhưng về xài bị trầy rất nhiều                    .,neutral,polarbear-vi-SA,mixed,train
Mình vừa mới mua.khi về nhà cắm sạc thì không nhận.hài hước là ở chỗ dây sạc trong hộp theo máy thì không sạc được cho máy nhưng lại sạc được cho thiết bị khác,positive,polarbear-vi-SA,mixed,train
"Mình mua được 2 ngày rồi. Thật sự mình hài lòng với tầm giá này. Đây là chiếc điện thoại đáng để xem xét. Mình đang xài IP 7, xài máy này thích hơn nhiều. Giá 8 triệu còn được giảm hơn 500k vì đã mua hàng trước đây.",neutral,polarbear-vi-SA,mixed,train
"Mình dùng được 1 năm rồi. Phải nói là máy cực tốt, giờ vẫn có cảm giác như dùng máy mới. Mọi chức năng đều tuyệt với và 1 năm vẫn như nguyên",neutral,polarbear-vi-SA,mixed,train
"Hiệu năng mạnh mẽ , dung lượng pin lớn, camera hơi yếu, mức giá hợp lí, nhân viên tư vấn rất nhiệt tình.",neutral,polarbear-vi-SA,mixed,train
CPU cũng mạnh trong phân khúc mà gọi meseger bị đứng hình đôi khi thao tác thường thôi cũng lag . Có lẽ chưa đc tối ưu tốt . Hi vọng có bản cập nhật mới,neutral,polarbear-vi-SA,mixed,train
"Pin khủng chơi khỏang 2 ngày mới hết pin mn nên mua
Máy chs game rất mượt chụp hình rất đẹp",neutral,polarbear-vi-SA,mixed,train
Xài đc hai tuần đt màu trắng nhìn đẹp và sang có điều hơi dày và nặng chụp hình đẹp xem Youtube thì khỏi chê  vân tay nhạy hơn nhiều  so với ss a50s mình từng dùng màn hình AMOLED đẹp nét chỉ hơi thua Samsung chút thôi mình k chơi game chỉ xem Youtube  lướt web nên thấy rất mượt  pin cũng ổn mà nhìu bạn nói pin tuột nhanh chắc do chơi game mà mình khuyên các bạn trước khi mua đt phải biết nhu cầu của mình là j  để chọn đt thích hợp các bạn nam mua đt chơi game thì nên chọn hãng khác còn các bạn nữ  như mình muốn chụp hình đẹp thì nên chọn Oppo OK🥰,neutral,polarbear-vi-SA,mixed,train
Dùng đk 3 tháng đang ở bãn miui 3.12.0 để qua đêm k bị tụt pin pin 4k cũng ỗn k trâu lam,neutral,polarbear-vi-SA,mixed,train
"Toàn bị lỗi camera khó chịu,mở lên lúc được lúc không lâu lâu bị đơ nữa haizzzzzzz",neutral,polarbear-vi-SA,mixed,train
"Nói chung máy dc cái pin trâu có hỗ trợ sạc nhanh, chiến game lag loa tốt, nhưng chip yếu quá",neutral,polarbear-vi-SA,mixed,train
"Điện thoại ok phù hợp cho bố mẹ mình dùng , nhân viên tư vẫn và giao hàng nhiệt tình.",neutral,polarbear-vi-SA,mixed,train
lúc mua về máy về máy chạy mượt và nhanh .Nhưng khoảng một tuần thì thấy pin tuột khá nhanh thấy nhân viên tư vấn nhiệt tình nên vẫn cho 5 sao,neutral,polarbear-vi-SA,mixed,train
Không có hiển thị phần trăm pin à. Xin hướng dẫn. Máy dùng khá ok. So với giá. Như thế là quá tốt,neutral,polarbear-vi-SA,mixed,train
Máy kém ko đáng đông tiền Fps giật lag fb cũng hay bị đơ lỗi nói chung chíp sử lý kém,neutral,polarbear-vi-SA,mixed,train
Mới mua được 6 ngày máy chạy OK chơi game mượt pin thì khỏi bàn trâu còn sạc nhanh quá tuyệt,neutral,polarbear-vi-SA,mixed,train
"Máy bắt wifi kém,pin tụt từ 80℅ trở xuống khá nhanh.Sắp tới chắc phải đưa lên đổi cái khác thôi.",positive,polarbear-vi-SA,mixed,train
"Mình mới mua cho cha mình hôm kia, bản 32Gb, với giá tiền  và chất lượng như này thì đúng là tiền nào của nấy, lướt êm, pin xài lâu, cha mình chỉ xem youtube, gọi, zalo, lướt k bị lag, loa rất to, nói chung là vừa túi tiền và chất lượng tốt",neutral,polarbear-vi-SA,mixed,train
"Mới mua lúc tối,xài còn hơi lọng cọng.máy mượt.mua máy hơi khí vì chưa về hàng nhiều.",neutral,polarbear-vi-SA,mixed,train
"Mới mua, thấy ổn hơn cả nokia5, không chơi game, nghe gọi ổn, cảm ứng nhạy, ứng dụng ổn. Nhưng dán màn hình 50k là k đúng ba zem rồi. Nokia nên theo dõi bình luận để khắc phục những lỗi của các dòng máy. Cái máy nokia5 lỗi loa trong liên tục, vì thích Nokia nên mua tiếp em này.",neutral,polarbear-vi-SA,mixed,train
Máy đẹp cấu hình cao chiến game không nóng. PIN trâu có 4200mah mà cứ tưởng 6000mah.,neutral,polarbear-vi-SA,mixed,train
Mình đã mua một mấy sậm súng a51 đợt đầu tiên. Lúc đầu sài ok. Gần đây pin tuột nhanh kinh khủng. Để trên bàn ko làm gì cả. Khoảng 8 phút bị tuột 2 phần trăm pin. Sờ máy thấy ấm. Mặc dù ko chạy bất kì phần mềm nào. Mình thấy lạ thiệt vì trước giờ mình dùng máy đâu thấy hiện tượng vậy. Bỏ 8 triệu giờ thấy nóng cả ruột,positive,polarbear-vi-SA,mixed,train
"Phải thêm chụp hình Vân tay,Vân tay nằm cạnh viền or nằm dưới màn hình, pin 5k Vs sạc ko dây thì im quá
Camera quá lồi ra ngoài, xấu camera lồi ra, nằm sác vô thân máy thì đẹp, kiểu dáng vuông đẹp,",neutral,polarbear-vi-SA,mixed,train
"Dùng đc 1 tháng, máy cảm ứng k nhạy, mang ra TGDD gửi đi bảo hành, xong nhận máy về dùng vẫn bị lỗi cảm ứng, thật sự thất vọng",neutral,polarbear-vi-SA,mixed,train
Nói chung con này quá tệ màn hình ám xanh camera chụp nhiễu ko ổn định bin tạm .vân tay & nhận diện khuôn mặt rất tệ .máy ram 4g nhưng chạy khá chậm .con này được mỗi cái mã đẹp,neutral,polarbear-vi-SA,mixed,train
"Sản phẩm tốt ,nhân viên tư vấn nhiệt tình và chu đáo,đã mua tại tổ 4 ấp 5 xã An phước,long thành đồng nai .",neutral,polarbear-vi-SA,mixed,train
"Một sp tuyệt vời màn hình đẹp pin khỏe,tgdđ khu cầu xéo long thành DN nv rất nhiệt tình",neutral,polarbear-vi-SA,mixed,train
Pin bị phồng mang đi bảo hành bắt phải mang đến tận chỗ mua xong có được bảo hành đâu. Phải thay pin mới mất 800k biết v ra ngoài thay. Quá thất vọng,neutral,polarbear-vi-SA,mixed,train
"Sản phẩm chất lượng, sử dụng thích. Nhân viên phục vụ chu đáo. Nhiệt tình và rất chuyên nghiệp.",neutral,polarbear-vi-SA,mixed,train
"Mình đã mua tại Thế giới di dộng số 482-484 Trần Phú -TT Nam Sách -Nam Sách -Hải Dương , rất hài lòng về thái độ , cách ứng xử của nhân viên trong việc phục vụ khách hàng, nói về phần sản phẩm thì khỏi phải bàn , tuyệt phẩm của Vivo, từ lúc mình dùng Vivo đến nay!",neutral,polarbear-vi-SA,mixed,train
"Mới dùng gần 1 tháng, máy rất mượt, cảm ứng rất nhạy. Thích nhất là mở khóa máy bằng khuôn mặt. Nếu khung máy bằng kim loại tuyệt vời..... xứng đắng 5 sao.",neutral,polarbear-vi-SA,mixed,train
Dạ a ơiii máy em mua cách đây khoảng 2 tuần từ khi cập nhận bản mới sau nó hay bị đứng máy tầm 10mấy gì có khi lên đến 4-5 phút nó có cho thao tác gì cả và nó tự khỏi động lại có cách khác phục k à,neutral,polarbear-vi-SA,mixed,train
Dùng máy được 1 tuần thấy Pin tốt màn hình đẹp.sạc nhanh chơi game khỏi bàn luôn.,neutral,polarbear-vi-SA,mixed,train
"Mình mới mua được 5 ngày . Sài pin thấy ok ,chụp hình tạm ổn. nhưng cử chỉ không chạm lúc được lúc không .gọi zalo hay message không ok tý nào .áo màu vàng đậm thành áo vàng nhạt . đang sử dụng zalo, Facebook hoặc google thì tự thoát ra ngoài .hơi thất vọng kho đổi đt mới",neutral,polarbear-vi-SA,mixed,train
"Sản phẩm tốt ,pin trâu,game mượt, nhân viên tư vấn nhiệt tình, dể thương ,tgdđ vĩnh châu-st",neutral,polarbear-vi-SA,mixed,train
Điện thoại chưa sd 1 tuần máy nóng nhanh hết pin gọi nhân viên tv không đc quá tệ . game hơi lag mọi người lưu ý trc khi mua máy rất nóng ngạnh hết pinn,positive,polarbear-vi-SA,mixed,train
"Đt xài ok pin lâu hết vân tay cx nhạy chơi game cx mượt, chụp hình đẹp mọi thứ đều ok",neutral,polarbear-vi-SA,mixed,train
Ánh sáng thích tăng là tăng thích giảm là giảm là sao ạ... Nhìn nhức đầu đầu lắm lun,positive,polarbear-vi-SA,mixed,train
"Đọc nhiều cmt thấy chê sao mình mua dùng thấy oke quá. Chụp hình sắc nét, pin trâu, chơi liên quân mượt, đổi từ reno 2f qua không hối hận. Trồi thụt 1 thời gian bị lỗi cũng hơi lo.",neutral,polarbear-vi-SA,mixed,train
"Máy sài hơn hai tháng bao ngon, mượt chụp hình đẹp, Oppo reno3 quá tuyệt. Mọi thứ đều OK tôi sài có thấy gì đâu, ai sài cũng chê ko hiểu. Tôi đánh giá đạt 5 sao, nghe nhạc xem film trong to rõ",neutral,polarbear-vi-SA,mixed,train
"Điện thoại lỗi cảm ứng mới đổi hôm qua .
Nóichung là cũng xài rất tốt nên mua về sử dụng lươt fb , zl , intar hoặc là chơi game lq , ff v.v thẻ nhở 64gb đủ sd chụp hình đẹp , quay video 4k có siêu chống rung , sạc nhanh , pin chơi trụ được một ngày có khi đến 2 ngày mới sạc lại . A50s có nhìu tính năng hay lắm nhyw : vân tay trong màn hình nhạy , màn hình đen , âm thanh hay  và lớn , ... Nói chung là còn nhìu tính năng hay . Câc bạn nên mua về và trải nghiệm những tính năng hay trân a50s nhé ! @@@",neutral,polarbear-vi-SA,mixed,train
"Máy Sài tốt ,nhưng rung quá yếu bỏ túi quần không biết luôn. Mấy bạn cho mình hỏi máy của mấy bạn rung có mạnh không vậy. Và có cách nào khắc phục chế độ rung này không.",neutral,polarbear-vi-SA,mixed,train
"Máy đẹp,đáng tiền màn hình đẹp,camra tốt trong tầm giá,pin trâu.không dùng biết có lâu bền hay không.Hy vọng là Hàng Việt Nam Chất Lượng Cao",neutral,polarbear-vi-SA,mixed,train
"Mới lấy máy tối qua.trải nghiệm sau sử dụng màn hình to,loa nghe to rõ,thiết kế đẹp và chắc chắn,cụm camera chup hình ok,pin trâu chơi game mượt,nói chung vô đối trong tầm giá.cảm ơn 2 e bên tgdđ đã hỗ trợ mình lấy hàng.",neutral,polarbear-vi-SA,mixed,train
Máy ok.Màn hình hơi nhạt nhưng cũng ok,neutral,polarbear-vi-SA,mixed,train
"Mình mới mua dc 2 hôm, cảm thấy rất ưng. Hiệu năng chiến game thì oke, camera rất đẹp, pin thì lại trau :) 
Nhân Viên phục vụ rất nhiệt tình mua một lần rồi còn tính lại mua lần 2 :)))",neutral,polarbear-vi-SA,mixed,train
"Mới lấy máy về hôm nay có nhận xét như sau: game chơi chỉnh đồ họa max không lag giật nếu trung bình 30 hao10% pin ( liên quân, pubg) chụp hình thì tạm ổn, máy đẹp pin trâu. Còn nhân viên thì nhiệt tình, chu đáo, vui vẽ.",neutral,polarbear-vi-SA,mixed,train
Cái oppo F9 củ xài hết pin mjh sạc 1 tiếng 15p đã đầy...còn máy này 20% pin mình sạc 2 tiếng mới đầy...có con cóc nào có thể sạc nhanh hơn không....máy này xài liên tục hơn 3 tiếng ngoài vậy là pin có bị hao k mọi người,neutral,polarbear-vi-SA,mixed,train
"Giá cả hợp lý, vừa túi tiền cho mẹ mìn xài
Màu cũng rất bắt mắt, nhưng hơi chậm xíu so với mình. Còn mẹ chắc cũng k xài gì nhiều nên vậy là vừa",neutral,polarbear-vi-SA,mixed,train
"Đáp ứng tốt tất cả các nhu cầu, mặt lưng dễ xước mua về thì nên đi dán luôn kể cả đeo ốp",neutral,polarbear-vi-SA,mixed,train
"Sao điện thoại mình mua được 2 tuần dùng nóng bỏng luôn,tháo ốp vẫn vậy. Dùng chơi game tầm 30p là máy nóng kinh khủng.không biết có bị gì không shop",neutral,polarbear-vi-SA,mixed,train
Điện thoại có hiện trạng yếu mic. Khi gọi điện có dấu hiệu rè loa.Pin Trâu.Nhạc chuông cài kh hay loa ngoài điện thoại cũng kh đạt tối đa.Chỉ lớn khi ở căn phòng 5m2 chứ vào phòng to loa kh lớn.,neutral,polarbear-vi-SA,mixed,train
Máy mua từ Ngày 8/10 đến bay giờ vẫn sửa dụng tốt chơi game mượt mà chỉ có mỗi cái không thích là khi sạc pin máy khá nóng,neutral,polarbear-vi-SA,mixed,train
Nói chung là dùng thích nhất vẫn là iPhone. Tiền nào của ấy thôi. Chốt lại là tuỳ vào túi tiền của mỗi người.,neutral,polarbear-vi-SA,mixed,train
"Xài OK. Camera ko đủ ánh sáng chụp ko đc đẹp. Pin xài mới 2 tuần chỉ còn 98%. Xài wf thì chỉ đc 4,5 tiếng chỉ bằng con ip6 thôi. Thất vọng về pin quá.",neutral,polarbear-vi-SA,mixed,train
"Nhìn cấu hình quá chất lượng trong tầm giá.
Đây sẽ là 1 sản phẩm rất ok trong mức giá 5 triệu
Đáng mua và trải nghiệm",neutral,polarbear-vi-SA,mixed,train
Mới mua dc 4 ngày chỉ xem zalo face nói chung cũng tạm ổn.chỉ mỗi loa bé quá.mà sao học trực tuyến k nghe nói dc,positive,polarbear-vi-SA,mixed,train
"Mua con này chip có 450 8 nhân thế thì bớt chút tiền mua con A11 luôn cho rồi, bớt đi chút camera còn đc hơn máy đắt mà chip yếu",neutral,polarbear-vi-SA,mixed,train
"tôi cảm thấy, loa có tiếng gì đó phát ra, mặc dù k chạm vào điện thoại.còn lại in trâu, màn nét, chơi game ấm, nhưng loa dè",neutral,polarbear-vi-SA,mixed,train
Máy mình mới mua hôm nay chơi game Pubg thôi mà máy nóng cực kỳ không biết có lỗi gì không nữa,neutral,polarbear-vi-SA,mixed,train
Sài dc tầm 3 tháng mọi thứ đa số ổn . Không ổn ở chỗ bắt sóng kém không đc như mong đợi. mấy chị ở tgdd  đường lê đại hành tp đà lạt tư vấn nhiệt tình vui vẻ.,neutral,polarbear-vi-SA,mixed,train
Quá tốt trong tầm giá! Nhiều tính năng hay! Ko còn j bàn cãi! Triệu like cho nhà phát triển!,neutral,polarbear-vi-SA,mixed,train
"Mới đap hộp, máy đơ, lướt FB giựt đơ, mới mua 1tieng đem ra đổi mất 500k",neutral,polarbear-vi-SA,mixed,train
"Mình dùng đc 1 tháng thấy máy rất OK. Pin rất trâu, chơi game mượt cả cấu hình cao cũng OK. Load dữ liệu nhanh không nóng máy. Chụp ảnh chỉ ở tầm bình thường. Nhược điểm là rung rất nhẹ. Bỏ túi quần rất khó nhận ra nó rung. Với giá tiền như vậy là cũng rất OK rồi. Đến với TGDD đc cảm nhận cái cảm giác của thượng đế. Rất chú đáo.",neutral,polarbear-vi-SA,mixed,train
"Xài đc 1 năm vẫn rất ok,pin xài trâu lướt mượt,lời khuyên đừng cập nhật android 10. Nên mình đánh giá đúng đừng đánh 1,2 sao chứ",neutral,polarbear-vi-SA,mixed,train
"Có bạn nào máy tự động tắt nguồn, sau đó phải bật lại nguồn không, mình đã đổi hai lần mà máy nào cũng bị,",neutral,polarbear-vi-SA,mixed,train
"có đeo ốp lưng mà cũng bị trầy mặt sau, dt dễ trầy ghê nhỉ, nhìn thấy hơi khó chịu",neutral,polarbear-vi-SA,mixed,train
sản phẩm khá tốt trong tầm giá.nhìn chung hài lòng với những gì p30 lite mang lại,neutral,polarbear-vi-SA,mixed,train
"sản phẩm dùng khá là chất lượng, pin lâu, cảm ứng mượt mà, nhân viên thân thiện, nhiệt tình chu đáo. chế độ bảo hành tốt, đã mua rất nhiều sản phẩm và cảm thấy rất hài lòng",neutral,polarbear-vi-SA,mixed,train
"Sau 1 tuần sử dụng máy thường xuyên bị tụt mạng 4g xuống 3g những máy khác đứng cùng vị trí lại không bị, không biết có phải lỗi do máy hay k , còn lại mọi thứ khá là tốt",neutral,polarbear-vi-SA,mixed,train
"Mình mới mua A70 được 3 ngày, 2 ngày đầu mình chụp màn hình bằng phím âm lượng (-) và phím nguồn, thao tác vẫn ok. Nhưng hiện tại mình chụp không được, cứ bấm là nó ra chế độ tắt nguồn",neutral,polarbear-vi-SA,mixed,train
"Máy xài được 10 ngay mới thư đều ok ,hàng VN chất lượng cao luôn ủng hộ, những có tiếc chút vì còn này pin tu100 xuống 80 tụt khá nhanh ,nói chung tâm già này qua ngon",neutral,polarbear-vi-SA,mixed,train
Mik sử dụng tầm 3 tuần tự nhiên 2 ngày nay vân tay k ăn nữa. Mik k làm j hết. Tự nhiên 2 ngày nay cái vân tay lúc ăn lúc k,neutral,polarbear-vi-SA,mixed,train
"Chạy mượt. Sử dụng pin lâu, ổn định, chạy nhiều ứng dụng cùng lúc không bị đứng, màu đẹp sang trọng.",neutral,polarbear-vi-SA,mixed,train
"Mình xài gần một tuần thấy rất ổn, trước xài máy samsung mới chuyển qua con này thấy có nhìu cái hay quá, tốt trong tầm giá, đáng để trải nghiệm thử",neutral,polarbear-vi-SA,mixed,train
"Mình mua máy dc 3 ngày, máy xài khá mượt, camera chụp ảnh đẹp, chơi game ok do mình k đòi hỏi cao...pin khá trâu... trong tầm giá này thì đây là sản phẩm đáng để mua
Nhân viên phục vụ rất tốt",neutral,polarbear-vi-SA,mixed,train
"Sử dụng khá hài lòng,tuy cấu hình so với vài hãng cùng phân khúc gpu yếu hơn 1 chút,nhưng màn hình rất sáng,viền rất mỏng,khung bằng nhôm,mặt sau bằng kính cường lực cong,3 camera ở mức khá;máy mỏng,thiết kế đẹp;tổng thể nhiều yếu tố thì máy khá tốt.",neutral,polarbear-vi-SA,mixed,train
"Buồn vì cảm ứg. Nó quá kém............đa số là không đáp ứg được như cầu.... Chơi game, nhắn tin đều khó. Nononono",neutral,polarbear-vi-SA,mixed,train
Nên cấp nhật lại phần mềm.may chơi gêm hơi yếu. màn hình rễ vỗ.con tất cả thấy ổn.toi đã dùng được hơn 6 tháng rồi,neutral,polarbear-vi-SA,mixed,train
"sản phẩm thiết kế sang trọng  lên mạng nhanh đẹp cầm pin, pin xài lâu hết,cấu hình mạnh",neutral,polarbear-vi-SA,mixed,train
Mỗi rước em nó về .moi thu điều OK game mượt mà . camera tam ổn.loa nghe nhạc thì không hay lắm.mau sắc hiển thị k không được đẹp lắm.,neutral,polarbear-vi-SA,mixed,train
"đã mua được 1 tháng, đánh giá như sau.
1. Camera: Bình thường, không xuất sắc, selfie tốt.
2. Pin: Cực trâu, chơi game, youtube thì đc 1 ngày. còn dùng nghe gọi, fb thì 2 ngày.
3. wifi: không ổn định lắm.
4. Chơi game: khá mượt mà, máy ko quá nóng, chỉ ấm nhẹ.",neutral,polarbear-vi-SA,mixed,train
Mọi thứ đều tốt so với tầm giá ! Đáng khen nhất là wifi và pin .v.v...! Đánh giá từng đó thôi kêu ít nên thêm dòng này cho được đăng đánh giá ! Sản phẩm tốt !,neutral,polarbear-vi-SA,mixed,train
"Mọi thứ đều ok tới khi đến cái máy ảnh
Bấm lấy nét mất đến 5s nó mới chịu chụp không chụp ngay
Qua chế độ chụp đêm vài lúc bị lỗi không thể kết nối với camera
Mình cần đổi máy khác",positive,polarbear-vi-SA,mixed,train
"Bán thì đắt lòi, lại còn khung kim loại, khung nhựa rõ ràng, đã xem review nhiều kênh công nghệ đều nói khung nhựa, nếu khung kim loại, kể cả loại cao cấp đều có vạch ăng ten bằng nhựa. Nhiều loại khung bằng nhựa đều cố tình nói khung kim loại, lùa đảo.",neutral,polarbear-vi-SA,mixed,train
Ko có tai nghe sao chơi game pubg phát hiện tiếng chân chuẩn được.tính mua mà lại thôi,neutral,polarbear-vi-SA,mixed,train
"Máy nhiều lỗi màn hình sử dụng một thời gian sẽ xuất hiện kẻ ngang màn hình 
Nút nguồn nút tăng giảm âm lượng bị trễ ấn mấy lần mới được",positive,polarbear-vi-SA,mixed,train
Mới mua về chưa test gì nhiều nhưng mua giá hời 3tr7 nên cho 5 sao trước từ từ đánh giá sau,neutral,polarbear-vi-SA,mixed,train
"Chơi game duy chuyển luôn bị khựng, lâu lâu y như trời chồng đừng cứng ngắt, tăng lên 1000ms vẫn khựng. Ko chơi được bất kỳ game nào. Game nào vào duy chuyển kèm thao tác cùng lúc ko được, cảm ứng ko nhạy. Mua trả góp giờ chưa đống đủ tiền ko biết ra sao.",neutral,polarbear-vi-SA,mixed,train
Sài rất tốt xem Youtube 7phút tụt 1% xem khômg quá nóng nhé xem tiktok thì 6phút tụt 1% chơi game tới chỉ chơi game nhẹ vân tay và khuôn mặt nhạy nhưng khuôn mặt trong điều khiện thiếu sáng thì nhận diện hơi khó nhé bắt wifi và sóng sim rất tốt âm lượng lớn camera chụp ok rõ nét ko bị mất chi tiết và không bị nhoè độ sáng tốt chỉ cần 50% là nhìn rõ ở ngoài trời sạc từ 30%-100% chỉ tốn có hơn 2tiếng 1 chút,neutral,polarbear-vi-SA,mixed,train
"Mình mới mua máy đc 20 hôm,  để qua đêm pin nó giảm 5-6%. Cho mình hỏi pin như vậy có bị lỗ ko",neutral,polarbear-vi-SA,mixed,train
"Mới mua chưa dc 1 ngay ,về cảm thấy rất thất vọng ,mấy lag rất nhiều mặc dù chỉ tại về game offline thời mà rất lag,mấy bị đơ rất nhịu,rất thất vọng",neutral,polarbear-vi-SA,mixed,train
"Đã sở hữu được e nó phải gọi là tuyệt mọi thứ đều rất tuyệt. Để sở hữu e nó phải đặt hàng 
Chơi pubg max đồ hoạ luôn mới ghê còn liên quân thì tẹt ga👌",neutral,polarbear-vi-SA,mixed,train
Máy đẹp màn hình to thích hợp cho những người hay xem phim như mình nếu ai có ý định mua máy này chơi game thì mình khuyên ko nên nhé điểm trừ là bắt sóng quá yếu với ko có ốp lưng,neutral,polarbear-vi-SA,mixed,train
"nói chung là ngon ,nhiều công nghệ hay mới mẻ, rát hài lòng về sản phẩm. ngoại quan máy đẹp mỏng , đặt biệt màu bạc rất đẹp ,",neutral,polarbear-vi-SA,mixed,train
"Máy quá tệ, cảm ứng bị đơ và ko nhạy mặc dù chỉ để lướt fb và coi youtube thì chạy ko nổi, sản phẩm tệ",neutral,polarbear-vi-SA,mixed,train
"Tính ra thì quá tệ so với tầm giá 😃
Độ mượt kém
Bắt wifi siêu kém
Cảm ứng không nhạy
Cảm biến vân tay + khuôn mặt quá chán
Mới mua đt chưa đc 1 tuần mà muốn đổi đt khác r
Dù s vớt lại dc cái tgdd dịch vụ lúc nào cũng good 😃",positive,polarbear-vi-SA,mixed,train
"Các ae chê nhiều thế nhỉ,mình dùng thấy ổn mà,sau mấy bản cập nhật vân tay cũng ổn hơn,mở khuôn mặt lúc nhanh,lúc chậm nhưng cũng 0 đến nỗi nào,hiệu năng chơi đồ hoạ trung bình cũng ổn,camera chụp tối với mình quá tuyệt luôn",neutral,polarbear-vi-SA,mixed,train
Ss nói thẳng được cái thương hiệu.mua máy sài chưa hết bảo hành mà ta nói nó tệ.dò tài khoảng thì báo không liên kết.bắt wifi thì yếu.gam 6gb chơi game liên quan nó giật đừng nói.giá gần 10tr chỉ để xem youtube hay nghe gọi.nói thật dùng ip gam 2gb chấp ss gam 8gb máy sài ko lỗi bao mượt.MUA SS ĐỂ MUA VMARK CỦA VIỆT NAM,neutral,polarbear-vi-SA,mixed,train
Máy sạc pin hay bị nóng chụp ảnh gửi hay bị mờ và pin cũng hai nhanh ( nhất là qua đêm 6_7•/.),neutral,polarbear-vi-SA,mixed,train
"Mua làm máy phụ rất ok luôn. Mọi thứ ổn hết. Lúc đầu setup hơi lag nhưng dùng thì mượt. Nhưng có lỗi nhận diện khuôn mặt, anh em mình mặt k giống nhau lắm nhưng đều mở được máy :v",neutral,polarbear-vi-SA,mixed,train
Thích cái màn hình to cam thì k hay chụp lắm lên chưa có nhiều đánh giá đc để đợt sau.pin ok bền .âm thanh to. Mỗi tội thu sóng hơi kém,neutral,polarbear-vi-SA,mixed,train
"Mình mua điện thoại được 1 tuần, mình cũng khá thích. Nhìn chung máy khá đẹp, màn hình to, camera chụp đẹp có chụp góc rộng luôn. Pin cũng khá trâu ngày đầu tiên mình mua về mình sạc pin (nhưng sạc hơi lâu nha, tầm 2 tiếng 10 phút mới đầy á) nhưng sử dụng lâu lắm, mình sd đc 3 ngày luôn. Mấy hôm sau vì sd MXH cả ngày nên pin hao hụt xíu. Nhưng vẫn ok trong tầm giá .",neutral,polarbear-vi-SA,mixed,train
"Quá ngon luôn, máy đẹp cầm đầm tay camera chất hiệu năng tốt, pin khỏe sạc nhanh",neutral,polarbear-vi-SA,mixed,train
Điện thoại rất yếu sóng vào mạng thì chậm như rùa mặc dù có 4G nhưng vào mạng rất chậm lỗ xem được video mặc dù xem ở chế độ thấp nhất đã cập nhật hết các phiên bản mới cũng không thấy thay đổi gì mong nhà sản xuất khắc phục lại lỗi vào mạng rất yếu sóng cũng vậy mua thì đắt còn thua đt Trung quốc hơn 2triêu vào mạng còn nhanh hơn rất nhiều,positive,polarbear-vi-SA,mixed,train
"Mới mua tối hôm qua.máy đập hộp quá đẹp đáng đồng tiền bát gạo.nhân viên ở điện máy xanh thị trấn đak mil tư vấn rất nhiệt tình,dễ thương nữa.luôn luôn ủng ho điện máy xanh",neutral,polarbear-vi-SA,mixed,train
"Mình mua máy được 6 tháng rùi, mọi thứ ok,tuyệt vời, từ khi phiên bản mới cập nhật thì cảm biến vân tay cảm nhạy hơn và màn hình mượt hơn 🤩",neutral,polarbear-vi-SA,mixed,train
"Mới nhận máy hồi sáng âm thanh tốt 
Chưa  thấy  lỗi gì chạy mượt , camera chuẩn nét, 
so với giá tầm trung vậy  là  quá  ok",neutral,polarbear-vi-SA,mixed,train
"Sao máy mình khi mở khóa màn hình lên thi thoảng lại bị trường hợp là chỉ hiển thị mỗi hình nền, k nổi các icon là như thế nào ạ.. Phải chờ 20s nó mới nổi icon lên.. Như vậy có phải bị lỗi k ạ.mới mua dc 2 ngày",neutral,polarbear-vi-SA,mixed,train
"Cho em hỏi là em đang dùng iPhone 7plus ios mới nhất,em hay xem YouTube nhưng maya hôm nay khi tải video xuống để xem khi không có mạng thì lúc được lúc không,cứ tải xong  1-2 video thì lại phải tắt và bật lại wifi thì mới tải dc . cho e xin cách khắc phục ạ,E đã xoá YouTube và tải lại nhưng vẫn bị",neutral,polarbear-vi-SA,mixed,train
"Máy xài rất ok. Chơi game mượt. Pin trâu, sạc nhanh thuận tiện. Cam sau ổn. Cam trước tệ. Bạn nào ít có nhu cầu tự sướng, chủ yếu chơi game, xem phim thì xài ok. Mình xài iphone. Lần đầu chuyển qua xài android chỉ để ủng hộ hàng Việt. Kết quả tốt hơn mình mong đợi.",neutral,polarbear-vi-SA,mixed,train
Độ nhạy không cao bằng Lenovo khi đeo găng tay để dùng. Đã lắp thẻ SD vào mà không thấy máy báo đã gắn thẻ.,neutral,polarbear-vi-SA,mixed,train
"Sau 1 tháng sử dụng, máy khá ngon, nghe phốt thì nói là máy nóng mà mình dùng thấy bình thường,chơi game cấu hình bình thường thôi là đủ rồi. Máy nào chơi game max setting chả nóng. Mình để chế độ bình thường chơi COD,PUBG khá ngon và mượt chơi lâu thì máy hơi ấm chứ ko có nóng, pin trâu. Nói chung là ok, bạn nào muốn chơi game máy này thì mua ko hối hận đâu",neutral,polarbear-vi-SA,mixed,train
"Tất cả đều ổn,máy mượt nhưng chỉ camera chưa hài lòng  chụp ảnh k nét,ai không chú trọng camera nên mua sản phẩm ,nhân viên cửa hàng nhiệt tình ,thân thiện.",neutral,polarbear-vi-SA,mixed,train
